,0
0,0.0
1,7.289837793214721e-25
2,1.0326408150259001e-09
3,0.00011443517286289981
4,0.0029570236533874
5,0.02008150550607445
6,0.08766849714147786
7,0.2927276370393044
8,1.259735557526643
9,2679.269497570378
