all
20976.82425374402
17804.107400738158
6373.258553188357
4189.969023543826
3192.0962382228918
2585.620956671095
2172.987873334242
1874.6545546320747
1659.1314887220242
1504.3474441229362
1380.6974056740492
1275.8920746729461
1181.5221671663876
1097.5848579816247
1026.2175373174848
962.5047257112919
907.6921507933677
840.0794422735385
774.154077580587
701.4415131610182
360.2162607442988
