neutral,selected
524689.2858429834,1974544.1185648693
76.76036488501197,216.04083644393677
31.453616722247496,72.37473556368379
19.91784074163871,42.766161422055504
13.407981534193471,29.82623937404653
10.777539633506098,22.92413552243238
9.45849693641211,19.319819147209444
8.349079370071985,15.277837989961474
7.550486315694954,13.095325165646015
6.8710126284495985,11.133549544122204
6.014417672404396,10.726918375401347
5.048008257667774,9.176489861649237
4.6586062847538825,9.09115634103786
4.272046538849161,9.067607137652768
3.7655283986955466,10.221720254746089
3.8593064831886363,8.872078825709238
4.210583142875702,8.480132875386019
5.147522342652702,9.97162747609225
4.484838005676161,11.62194856658972
3.007534717390794,7.59246164848907
0.0,0.0
