all
21298.285760646682
18193.82636729471
6557.78975649351
4343.969140666417
3329.5961923251516
2693.323354030033
2255.129354584334
1938.5802038661043
1715.0612505714655
1552.354460111369
1422.6324560782787
1312.5728121571642
1210.9807595361424
1117.4723978803538
1030.370041901929
948.7929927060026
878.5249452992243
820.7691032283758
778.4800578992741
753.6881663183797
460.80042640779965
